user_id,track_id,rate
"14","733","5"
"14","4576","4"
"15","2793","4"
"15","2420","1"
"15","3047","5"
"15","7147","3"
"15","3202","1"
"15","6191","2"
"15","1258","3"
"15","1693","5"
"15","6413","5"
"15","2513","2"
"16","1845","5"
"16","1354","5"
"16","3698","5"
"16","4531","2"
"16","4799","3"
"16","3100","1"
"16","2488","1"
"16","4663","2"
"16","5519","5"
"16","4816","4"
"16","1922","3"
"16","4988","3"
"17","2191","4"
"17","5476","3"
"17","1837","3"
"17","1055","4"
"17","354","5"
"17","5695","5"
"17","2943","1"
"17","1937","3"
"17","4612","5"
"17","775","3"
"17","960","2"
"17","6562","2"
"17","4724","4"
"17","5528","4"
"17","230","5"
"17","7217","5"
"18","5393","3"
"18","6392","3"
"18","5956","5"
"18","1464","4"
"18","5984","1"
"18","812","3"
"18","2461","4"
"18","6712","4"
"18","3961","5"
"19","2248","5"
"19","5423","5"
"19","5241","5"
"19","1202","1"
"20","869","3"
"20","608","5"
"20","2499","1"
"21","1933","4"
"21","3315","2"
"21","6479","2"
"21","7104","3"
"21","3668","2"
"21","3318","4"
"21","5459","5"
"21","2048","4"
"21","6787","5"
"21","2951","2"
"21","1129","5"
"22","2007","5"
"22","2358","5"
"22","834","1"
"22","6681","5"
"22","1280","4"
"22","6982","2"
"22","5776","1"
"22","7168","2"
"22","1717","1"
"22","3901","5"
"22","5863","5"
"22","4828","5"
"22","3495","1"
"23","4703","5"
"23","6265","5"
"23","3008","5"
"23","2244","3"
"23","1861","2"
"23","3709","1"
"23","6937","1"
"23","4395","4"
"23","4639","1"
"23","2345","1"
"23","6759","5"
"24","7121","4"
"24","2007","5"
"24","2566","3"
"24","3995","5"
"24","1063","1"
"24","7070","4"
"24","6290","1"
"24","7173","5"
"24","556","5"
"24","4491","3"
"24","4844","3"
"24","5728","1"
"24","306","5"
"24","3378","5"
"24","3194","5"
"24","6609","2"
"24","2174","4"
"25","4888","2"
"25","5950","3"
"25","7241","5"
"25","5404","5"
"25","124","5"
"25","5178","1"
"26","162","2"
"27","1280","3"
"27","6425","4"
"27","5843","4"
"27","675","5"
"27","710","5"
"27","451","1"
"27","6544","2"
"27","6508","2"
"27","1169","1"
"28","5181","4"
"28","6102","5"
"28","7000","5"
"28","1036","2"
"28","1526","3"
"28","5259","2"
"28","5566","4"
"28","5306","5"
"29","481","3"
"29","6214","4"
"29","6064","5"
"29","2757","4"
"29","6607","1"
"29","6614","4"
"30","5998","4"
"30","3358","5"
"30","5209","3"
"30","3525","1"
"30","2149","2"
"30","6282","5"
"30","3459","3"
"30","3300","1"
"30","3059","2"
"30","3311","2"
"30","1651","4"
"30","5213","4"
"30","522","4"
"30","7066","3"
"30","5671","4"
"31","947","4"
"31","3528","2"
"31","1627","4"
"31","3792","3"
"31","2457","5"
"31","4809","5"
"32","2700","3"
"32","3948","2"
"32","419","1"
"32","3145","1"
"32","1203","4"
"32","6486","5"
"33","7099","1"
"33","1223","3"
"33","1534","4"
"33","1681","5"
"33","6585","2"
"33","2407","5"
"33","3827","3"
"34","3301","3"
"34","4986","5"
"34","5072","2"
"34","5292","3"
"34","4539","5"
"34","4266","4"
"34","6671","5"
"34","5007","1"
"34","604","2"
"34","3199","5"
"35","4241","4"
"35","6710","2"
"35","6291","1"
"35","4226","5"
"35","4018","4"
"35","4195","5"
"35","5404","1"
"36","7096","5"
"36","5267","5"
"36","1640","4"
"36","7163","3"
"36","3261","3"
"36","3408","3"
"36","2788","3"
"36","624","1"
"36","4600","5"
"37","519","1"
"37","142","4"
"37","3656","4"
"37","1994","5"
"38","415","3"
"38","3855","2"
"38","1116","2"
"38","3705","5"
"38","6077","5"
"38","280","1"
"38","399","4"
"38","1073","5"
"38","2188","2"
"38","1512","4"
"38","4359","1"
"38","714","4"
"38","2974","5"
"39","5785","3"
"39","3686","5"
"39","7290","5"
"39","4941","4"
"39","3725","2"
"39","4803","3"
"39","4997","5"
"39","5600","1"
"39","3920","2"
"39","2266","4"
"39","1662","4"
"39","3649","1"
"39","4210","5"
"41","4338","5"
"41","6016","5"
"41","7287","4"
"41","2133","3"
"41","6764","5"
"41","6272","4"
"42","2798","3"
"42","6967","1"
"42","5739","3"
"42","7120","1"
"42","4145","4"
"42","6645","3"
"42","894","4"
"42","5268","2"
"43","3187","1"
"43","3455","5"
"43","2670","2"
"43","5873","1"
"43","3673","2"
"43","2777","2"
"43","304","1"
"44","5376","4"
"44","6999","4"
"44","5084","4"
"44","6325","1"
"44","5498","2"
"44","2652","5"
"44","1356","2"
"44","250","4"
"45","3476","3"
"45","5945","5"
"45","1131","5"
"45","3095","4"
"45","149","5"
"45","6425","5"
"45","3359","5"
"45","4963","3"
"45","580","4"
"46","4954","2"
"46","5073","2"
"46","619","2"
"46","2456","3"
"46","3578","3"
"46","6464","5"
"47","1894","3"
"47","2534","4"
"47","4108","3"
"47","3229","4"
"47","753","3"
"47","3416","1"
"47","1902","4"
"47","4687","1"
"47","3209","5"
"47","2215","2"
"48","1920","3"
"48","5623","5"
"48","3073","2"
"48","1888","5"
"48","3438","1"
"48","1229","4"
"48","5817","5"
"48","216","3"
"49","2035","4"
"49","55","1"
"49","6855","5"
"49","5419","1"
"49","5633","3"
"50","113","5"
"50","4332","2"
"50","5970","2"
"51","5589","5"
"51","7280","1"
"51","7082","4"
"51","1142","3"
"51","6303","2"
"51","6219","5"
"51","4552","2"
"51","5218","2"
"51","2946","5"
"51","3871","3"
"52","3152","3"
"52","1898","3"
"52","6622","2"
"52","1722","4"
"53","733","5"
"53","6772","1"
"53","1594","2"
"53","2824","5"
"53","5490","3"
"53","6665","3"
"53","7011","1"
"53","801","3"
"53","6251","4"
"53","2068","1"
"53","3936","1"
"53","5286","5"
"53","7291","5"
"53","3605","3"
"53","890","1"
"53","467","2"
"53","5400","2"
"53","4758","1"
"53","2134","3"
"53","7136","2"
"54","4463","5"
"54","6386","5"
"54","7219","5"
"54","3628","5"
"54","7291","4"
"54","5142","4"
"54","3169","5"
"54","2048","5"
"54","1906","1"
"54","4255","2"
"54","1473","5"
"55","1357","1"
"55","6986","5"
"55","935","5"
"55","6152","1"
"55","6854","3"
"55","1360","4"
"55","6665","4"
"55","5287","2"
"55","2580","2"
"55","2477","2"
"55","1616","2"
"55","3038","3"
"55","3680","2"
"55","4848","4"
"55","4823","1"
"55","5316","1"
"55","2831","3"
"56","4829","2"
"56","3420","1"
"56","4941","3"
"56","6818","1"
"56","4645","2"
"56","3089","2"
"56","1449","2"
"56","4105","2"
"56","6851","3"
"56","5887","3"
"56","5763","1"
"56","562","2"
"56","6872","4"
"56","6563","3"
"56","2964","1"
"56","1978","4"
"57","1779","2"
"57","5960","1"
"57","661","3"
"57","6178","3"
"57","5468","3"
"57","3450","1"
"57","460","2"
"57","4654","4"
"57","3225","3"
"57","3351","5"
"58","4835","1"
"58","5984","4"
"58","6102","4"
"58","5571","2"
"58","4036","5"
"58","3930","5"
"58","2368","5"
"58","1439","2"
"58","5939","4"
"58","2610","3"
"58","6909","4"
"58","4879","5"
"59","228","2"
"59","16","3"
"59","5175","4"
"59","2325","1"
"59","5729","5"
"59","1755","4"
"59","5222","5"
"59","5942","2"
"59","3278","1"
"59","2031","4"
"59","2154","2"
"60","2781","3"
"60","3336","2"
"60","326","3"
"60","535","2"
"60","5488","1"
"60","7278","1"
"60","3632","2"
"60","5693","4"
"60","5928","1"
"60","1687","5"
"60","2811","1"
"60","115","1"
"60","476","4"
"61","6845","5"
"61","6183","4"
"61","1741","4"
"61","7242","4"
"61","4054","2"
"61","1696","1"
"61","3363","2"
"62","657","5"
"62","1257","5"
"62","6367","2"
"62","4838","5"
"62","3712","5"
"62","5608","3"
"62","2647","1"
"63","1087","4"
"63","4903","5"
"63","5882","5"
"63","6166","3"
"63","6486","4"
"63","3536","4"
"63","6373","5"
"63","4752","1"
"63","2216","4"
"63","2712","4"
"63","3761","2"
"63","3431","3"
"63","2411","3"
"63","5643","5"
"63","2794","2"
"63","6603","5"
"64","4457","2"
"64","3369","3"
"64","5245","5"
"64","4123","4"
"64","6058","2"
"64","683","4"
"64","6052","1"
"64","4727","3"
"64","4342","1"
"64","4936","2"
"65","1145","4"
"65","2943","3"
"65","3588","3"
"65","356","3"
"65","3179","2"
"65","2144","2"
"65","459","1"
"65","5919","5"
"65","3730","3"
"65","4131","4"
"65","64","1"
"65","2547","5"
"65","1102","5"
"65","4906","2"
"65","1146","4"
"65","848","5"
"65","1807","4"
"66","4661","2"
"66","246","1"
"66","6755","1"
"66","7280","4"
"66","4460","1"
"67","679","5"
"67","4683","3"
"67","5768","2"
"67","6221","2"
"67","6607","4"
"67","3954","4"
"67","2456","5"
"67","5362","1"
"67","3240","2"
"67","2479","5"
"67","3854","5"
"68","5948","4"
"68","423","5"
"68","6137","3"
"68","6978","3"
"68","2382","5"
"68","992","1"
"68","134","2"
"68","2447","4"
"68","6940","3"
"69","384","4"
"69","5744","5"
"69","6478","1"
"69","2127","2"
"69","5908","1"
"69","1228","3"
"69","4616","1"
"69","107","5"
"69","4060","2"
"69","844","3"
"69","5164","4"
"69","2730","5"
"69","2809","3"
"69","3440","3"
"70","460","4"
"70","6993","3"
"70","3913","1"
"70","1226","4"
"70","4696","3"
"70","4016","5"
"70","1444","5"
"70","211","3"
"70","1168","5"
"70","6728","1"
"70","6814","5"
"71","774","5"
"71","6452","2"
"71","1348","1"
"71","3900","3"
"71","731","1"
"72","5090","4"
"72","3940","2"
"72","6941","3"
"72","3168","2"
"72","269","5"
"72","6857","2"
"73","1231","5"
"73","3352","2"
"73","5621","2"
"73","5421","4"
"73","912","2"
"73","2243","1"
"73","1433","4"
"73","1252","4"
"73","738","4"
"73","4146","2"
"73","2496","2"
"73","6444","2"
"73","1724","5"
"73","3773","5"
"73","1765","5"
"74","3263","3"
"74","4043","4"
"74","4523","5"
"74","5167","3"
"74","7126","4"
"75","5060","5"
"75","1990","3"
"75","5907","5"
"75","5942","3"
"75","4028","5"
"75","2429","1"
"75","2915","1"
"75","293","5"
"75","4284","2"
"75","1317","3"
"75","587","5"
"75","1158","4"
"75","264","2"
"75","5841","3"
"75","1173","1"
"75","2752","1"
"75","4299","3"
"75","3710","2"
"75","3019","2"
"75","6064","4"
"75","4196","1"
"75","4328","2"
"75","6316","1"
"76","5650","1"
"76","6853","4"
"76","6709","3"
"76","5394","1"
"76","299","3"
"76","5877","3"
"76","789","3"
"76","2193","3"
"76","4618","2"
"76","2711","4"
"77","912","4"
"77","6211","5"
"77","1651","2"
"77","3762","2"
"77","5424","4"
"77","990","3"
"77","587","1"
"77","7203","1"
"78","4048","5"
"78","475","4"
"78","4782","4"
"78","6026","3"
"78","625","5"
"78","6009","1"
"78","294","5"
"79","1520","4"
"79","4090","4"
"79","3246","1"
"79","4378","2"
"79","3177","2"
"79","2435","1"
"79","6831","3"
"79","1311","4"
"80","6241","5"
"80","7221","5"
"80","4533","5"
"80","128","4"
"80","134","4"
"80","309","4"
"80","3331","2"
"80","4960","3"
"80","919","2"
"80","3339","3"
"80","4200","1"
"80","5149","5"
"80","5554","5"
"80","5245","2"
"80","1518","2"
"80","6454","1"
"80","6608","4"
"80","3128","2"
"80","2051","2"
"80","5853","1"
"80","3569","2"
"80","6462","5"
"80","5843","4"
"80","7070","3"
"80","4460","1"
"80","821","4"
"80","3669","2"
"80","5707","2"
"80","5510","3"
"81","44","3"
"81","5648","4"
"81","6800","4"
"81","5207","3"
"81","415","1"
"81","981","5"
"81","4815","1"
"81","2467","4"
"81","5406","1"
"81","2812","2"
"81","5806","3"
"82","1312","1"
"82","1731","1"
"82","1803","4"
"82","7034","4"
"82","296","3"
"82","2166","4"
"82","4773","5"
"82","4712","3"
"82","13","5"
"83","854","5"
"83","4686","1"
"83","2358","4"
"83","3127","2"
"84","6179","1"
"84","4551","2"
"84","52","2"
"84","1079","2"
"84","1058","1"
"84","6406","4"
"84","6244","1"
"84","5002","4"
"84","3864","4"
"84","1801","1"
"84","6814","1"
"85","4942","5"
"85","6598","3"
"85","4520","1"
"85","349","3"
"85","6351","1"
"85","1224","3"
"86","2447","3"
"86","4804","4"
"86","5001","5"
"86","2077","3"
"86","4264","4"
"86","5429","5"
"86","2877","3"
"86","5512","4"
"86","5891","1"
"86","7151","2"
"86","2834","2"
"86","847","5"
"87","2487","5"
"87","6931","1"
"87","5545","3"
"87","4343","4"
"87","4126","2"
"87","141","2"
"87","578","5"
"87","4865","5"
"87","4370","3"
"87","5698","5"
"87","1115","4"
"87","1363","4"
"87","1113","2"
"87","6979","4"
"87","1444","2"
"87","1396","3"
"87","6198","1"
"87","5721","2"
"88","4755","5"
"88","1043","5"
"88","6184","4"
"88","3760","1"
"88","3748","2"
"89","1191","1"
"89","667","4"
"89","1758","2"
"90","3271","1"
"90","1758","4"
"90","4297","5"
"90","5576","3"
"90","990","3"
"90","928","5"
"91","2425","1"
"91","6265","1"
"92","5578","5"
"92","4357","2"
"92","5373","3"
"92","2685","1"
"92","4156","1"
"92","1462","5"
"92","3402","4"
"92","903","5"
"92","1278","4"
"92","2892","3"
"92","7224","5"
"93","3717","3"
"93","4841","1"
"93","4178","1"
"94","6217","1"
"94","4994","3"
"94","4601","4"
"94","5993","2"
"94","1977","3"
"94","2858","1"
"94","4416","3"
"94","3886","1"
"94","2986","4"
"94","3903","3"
"94","1406","5"
"94","1056","4"
"95","2098","1"
"95","775","2"
"95","4062","4"
"96","2389","2"
"96","5389","2"
"96","82","4"
"96","6216","3"
"96","5678","2"
"96","7020","2"
"96","6929","2"
"96","1905","1"
"96","818","4"
"96","4900","3"
"97","3530","4"
"97","2797","5"
"97","6870","5"
"98","2494","3"
"98","7030","1"
"98","2369","2"
"98","4994","2"
"98","4968","1"
"99","5567","3"
"99","636","2"
"99","6357","1"
"99","6739","4"
"99","1520","5"
"99","4906","5"
"99","1071","2"
"100","4770","1"
"100","1476","2"
"100","3929","1"
"100","1760","1"
"100","7076","3"
"100","4116","5"
"100","6727","4"
"100","211","2"
"100","6690","5"
"100","5786","3"
"100","3834","5"
"101","4086","2"
"101","4510","4"
"101","3292","4"
"101","3751","3"
"101","701","3"
"101","4698","4"
"101","4913","4"
"101","718","1"
"101","4099","5"
"101","2393","4"
"102","1365","2"
"102","2898","5"
"102","5465","2"
"102","2902","1"
"102","4689","3"
"102","3399","2"
"102","5354","3"
"102","2233","5"
"102","5854","1"
"102","2246","3"
"102","2356","3"
"102","1805","5"
"103","5029","3"
"103","6796","3"
"103","7051","5"
"103","5450","1"
"103","29","2"
"103","5517","3"
"103","504","1"
"103","5829","5"
"103","5698","5"
"103","2385","4"
"103","5005","4"
"103","43","3"
"104","6001","3"
"104","794","3"
"104","5557","3"
"104","2479","2"
"104","1641","2"
"104","1202","4"
"104","7045","5"
"104","4027","2"
"104","6634","5"
"104","2368","2"
"104","7193","2"
"104","6409","4"
"104","3479","5"
"104","6706","4"
"104","857","5"
"104","2769","4"
"104","4202","4"
"105","4871","5"
"105","1081","4"
"105","1207","5"
"105","5802","2"
"105","994","4"
"105","3917","2"
"105","2999","5"
"105","1544","4"
"105","6862","3"
"105","7120","2"
"105","6929","4"
"105","1541","2"
"105","3485","2"
"105","262","4"
"105","2879","3"
"106","5940","5"
"106","6515","5"
"106","5629","3"
"106","1289","3"
"106","4799","5"
"106","4476","2"
"106","2106","2"
"106","3466","1"
"106","3054","3"
"106","2908","3"
"106","5280","4"
"106","6883","4"
"106","7263","4"
"107","3249","5"
"107","541","2"
"107","4093","4"
"107","5364","2"
"107","1448","4"
"107","1338","5"
"107","633","4"
"107","6330","2"
"107","2071","4"
"107","5174","2"
"107","6339","3"
"107","4968","2"
"107","2311","4"
"107","868","3"
"107","4499","1"
"107","3808","4"
"107","4580","1"
"107","6017","5"
"107","40","2"
"107","5301","1"
"107","276","2"
"108","5666","2"
"108","43","2"
"108","834","3"
"108","3133","3"
"108","1453","1"
"108","1303","4"
"108","3249","3"
"108","2782","2"
"108","1163","4"
"108","3460","1"
"108","1646","2"
"108","2911","4"
"108","2140","5"
"108","6761","1"
"108","6996","5"
"108","2610","1"
"108","4963","5"
"108","3947","3"
"108","1053","3"
"109","1517","2"
"109","2345","2"
"110","4842","5"
"110","6274","3"
"110","4218","3"
"110","2096","5"
"110","3856","3"
"110","4271","5"
"110","2242","3"
"110","5052","3"
"110","873","5"
"110","1524","1"
"110","635","4"
"110","6504","1"
"110","6593","4"
"110","4239","1"
"110","5759","4"
"110","2707","1"
"110","259","4"
"110","1065","3"
"110","3932","3"
"110","7021","5"
"110","115","4"
"110","2275","4"
"110","2772","1"
"111","1401","5"
"111","6022","2"
"111","285","1"
"111","3588","2"
"111","7089","1"
"111","5694","1"
"111","3962","3"
"111","291","5"
"111","2669","3"
"111","5753","2"
"112","1658","4"
"112","3947","5"
"112","3728","3"
"112","693","3"
"112","3209","5"
"112","1271","3"
"113","2023","4"
"113","4216","3"
"113","792","2"
"113","396","3"
"113","6005","3"
"113","4898","3"
"113","1483","5"
"113","2837","2"
"113","4198","3"
"113","5517","2"
"113","3185","5"
"114","7044","1"
"114","3574","2"
"114","6940","4"
"114","5468","3"
"114","1833","4"
"114","5030","3"
"114","3903","5"
"114","7201","5"
"115","1992","3"
"115","6101","5"
"115","2054","1"
"115","5341","3"
"115","6040","4"
"115","2579","2"
"115","6483","5"
"115","2618","1"
"115","882","3"
"115","2348","5"
"115","5538","4"
"115","6226","2"
"115","1235","1"
"116","1197","5"
"116","4179","2"
"116","4673","4"
"116","7277","4"
"116","2890","2"
"116","4487","3"
"116","1781","5"
"116","5153","3"
"117","1976","2"
"117","1694","1"
"117","5969","3"
"118","1062","2"
"118","626","5"
"118","4832","1"
"118","707","5"
"118","3375","3"
"118","4704","4"
"118","101","2"
"118","2712","5"
"118","2410","3"
"118","34","5"
"119","662","5"
"119","5510","3"
"119","2167","1"
"119","2329","2"
"119","4919","1"
"119","1947","1"
"119","3235","1"
"119","5459","4"
"119","554","3"
"119","3206","3"
"119","544","1"
"119","2224","1"
"119","5685","4"
"119","5254","3"
"120","4392","5"
"120","5263","1"
"120","1079","5"
"120","1283","3"
"120","3892","4"
"120","5451","5"
"121","4258","3"
"122","5265","2"
"122","4717","4"
"122","1315","4"
"122","5354","5"
"122","4174","2"
"122","6967","3"
"122","4304","5"
"123","4049","2"
"123","3956","2"
"123","2791","2"
"123","6598","2"
"123","4227","4"
"123","5948","2"
"123","2439","5"
"123","6359","3"
"123","3722","2"
"123","5481","3"
"123","7288","3"
"123","4661","5"
"123","4073","5"
"123","4832","5"
"123","2146","4"
"123","4079","1"
"123","2312","1"
"124","1737","4"
"124","2951","2"
"124","6354","1"
"124","3645","5"
"124","6562","4"
"124","6118","4"
"124","2148","4"
"124","997","5"
"124","7285","3"
"124","801","3"
"124","4256","4"
"125","2772","3"
"125","425","3"
"125","5942","2"
"125","5338","2"
"125","806","3"
"125","987","3"
"125","4484","2"
"125","7204","4"
"125","6625","2"
"125","1661","3"
"125","3106","5"
"125","2452","1"
"126","3700","4"
"126","4572","3"
"126","1897","5"
"126","4131","4"
"126","1142","5"
"126","3720","2"
"126","4481","3"
"127","6275","1"
"127","2031","2"
"127","3583","4"
"127","69","4"
"127","3069","3"
"127","559","4"
"127","3492","1"
"127","5891","5"
"127","1563","5"
"127","6347","1"
"127","3394","2"
"127","1919","1"
"127","2713","2"
"128","448","1"
"128","6961","2"
"128","2304","3"
"128","4194","4"
"128","6585","3"
"128","1327","5"
"128","1981","3"
"128","6410","1"
"128","7229","4"
"129","7264","5"
"129","4472","3"
"129","7291","5"
"129","2923","5"
"129","3226","3"
"129","5431","3"
"129","1579","1"
"129","2893","5"
"129","4862","1"
"129","6051","5"
"130","6576","1"
"130","3971","3"
"130","441","2"
"130","1325","2"
"130","1567","1"
"130","6388","4"
"130","30","2"
"130","374","5"
"130","6536","2"
"130","803","1"
"130","1226","5"
"131","2685","2"
"131","6658","4"
"131","7199","5"
"131","1516","5"
"131","6037","2"
"131","20","5"
"132","6741","5"
"132","1438","4"
"132","4338","2"
"132","5927","5"
"133","4985","5"
"133","2521","2"
"133","5777","3"
"133","2363","1"
"133","5744","4"
"133","6162","2"
"133","5050","1"
"133","643","3"
"133","6454","4"
"133","3077","1"
"133","3155","1"
"133","2748","3"
"133","5970","4"
"133","5924","4"
"133","2540","1"
"133","2769","4"
"133","3232","5"
"133","1177","4"
"134","5254","4"
"134","1904","5"
"134","3479","1"
"134","1613","4"
"134","4510","1"
"134","7121","3"
"134","3333","4"
"134","340","1"
"134","6175","4"
"134","5613","5"
"134","540","5"
"135","2440","4"
"135","1353","2"
"135","824","1"
"135","1910","4"
"135","6644","2"
"135","3748","1"
"135","1009","3"
"135","6784","4"
"135","6202","5"
"135","73","1"
"135","2030","3"
"135","245","3"
"135","6413","2"
"135","5418","5"
"135","6138","1"
"136","1932","5"
"136","6893","5"
"136","6768","1"
"136","6225","3"
"136","3720","5"
"136","3591","5"
"136","3850","3"
"136","300","5"
"137","5799","5"
"137","6428","3"
"137","6173","3"
"137","6145","1"
"137","6080","3"
"137","3739","3"
"137","2547","3"
"137","2275","1"
"137","2594","2"
"137","2748","5"
"137","5687","4"
"137","3834","5"
"137","5027","4"
"137","3818","2"
"138","5621","5"
"138","1087","3"
"138","4476","5"
"138","1871","1"
"138","3786","4"
"138","6047","1"
"138","6017","5"
"138","3629","2"
"138","5121","2"
"138","3945","4"
"138","1816","5"
"138","7131","4"
"138","1430","4"
"138","4339","1"
"138","6176","5"
"138","7041","5"
"138","5162","4"
"138","691","3"
"138","766","5"
"138","4774","2"
"138","2499","1"
"139","842","5"
"139","1514","1"
"139","6728","5"
"139","877","1"
"139","3473","1"
"139","590","2"
"139","5187","2"
"139","5812","2"
"139","1988","1"
"139","1791","1"
"139","5202","5"
"140","6441","3"
"140","7033","4"
"140","6553","2"
"140","2627","4"
"140","2198","3"
"140","1055","2"
"140","2543","1"
"140","365","4"
"140","5090","4"
"140","3544","4"
"140","5878","4"
"141","4285","1"
"141","2505","2"
"141","926","1"
"141","388","2"
"141","647","5"
"141","6685","3"
"141","4350","5"
"142","1300","2"
"142","5116","1"
"142","3195","5"
"142","6759","4"
"142","3755","5"
"142","2961","2"
"142","4105","5"
"142","2844","3"
"142","5649","2"
"142","7120","2"
"142","2644","2"
"142","3953","2"
"142","2770","4"
"142","6418","2"
"143","4149","1"
"143","5357","1"
"143","4162","5"
"143","39","4"
"144","837","1"
"144","1164","3"
"144","3398","1"
"144","5665","3"
"144","5790","4"
"144","1351","2"
"144","4622","5"
"144","2915","3"
"144","71","3"
"144","472","1"
"144","6694","5"
"144","5716","3"
"144","3183","2"
"144","2069","2"
"144","1843","2"
"144","4628","1"
"144","622","4"
"144","6430","1"
"144","5335","3"
"144","718","1"
"145","4722","1"
"145","1456","3"
"145","3173","2"
"145","3881","5"
"145","964","2"
"145","1671","4"
"145","2270","3"
"145","6293","3"
"145","4956","3"
"145","6694","3"
"146","6199","4"
"146","1327","4"
"146","4434","5"
"146","1406","3"
"146","1118","3"
"147","226","4"
"147","444","4"
"147","5428","4"
"147","2456","1"
"147","717","1"
"147","6439","5"
"147","2874","5"
"147","6748","4"
"147","6520","2"
"147","1970","5"
"147","5145","3"
"147","405","2"
"147","3567","1"
"148","6034","1"
"148","5818","3"
"148","1013","5"
"148","4396","1"
"148","5568","5"
"148","7203","1"
"148","6210","5"
"148","5740","2"
"148","3659","3"
"148","2716","2"
"148","896","2"
"148","6603","3"
"148","542","2"
"149","523","5"
"149","5492","2"
"149","5142","2"
"149","2663","1"
"150","7283","1"
"150","6276","1"
"150","514","3"
"150","2848","5"
"150","3315","2"
"151","6723","1"
"151","1021","5"
"151","157","3"
"151","1904","2"
"152","2465","5"
"153","5683","1"
"153","1779","4"
"153","4342","4"
"153","2901","3"
"153","4903","5"
"154","5321","5"
"154","314","3"
"154","3547","3"
"154","6820","4"
"154","3209","2"
"154","2167","5"
"154","2496","3"
"154","6525","2"
"155","4194","1"
"155","4640","4"
"155","6201","1"
"155","651","5"
"156","6624","4"
"156","5545","3"
"156","1832","4"
"156","5131","5"
"156","6571","5"
"156","1020","1"
"156","5147","2"
"156","156","3"
"156","6631","1"
"156","83","3"
"156","5805","4"
"156","343","5"
"156","1601","4"
"156","1063","4"
"156","5004","1"
"156","1133","1"
"156","2826","3"
"157","3009","2"
"157","4948","5"
"157","4494","5"
"157","3474","4"
"157","5988","3"
"157","2843","4"
"157","1450","5"
"157","80","4"
"157","3023","2"
"157","3639","2"
"157","1592","5"
"157","6683","2"
"157","4615","1"
"157","1106","3"
"157","3220","1"
"157","154","5"
"157","1809","2"
"157","4739","3"
"157","6847","3"
"157","113","5"
"158","5129","2"
"158","3089","4"
"158","2203","3"
"158","3967","4"
"158","4954","5"
"158","5343","5"
"158","4167","3"
"158","6964","5"
"158","3556","5"
"158","1964","4"
"158","406","2"
"158","4592","5"
"158","764","5"
"159","5543","5"
"160","1956","2"
"160","1276","5"
"160","2006","4"
"160","4749","3"
"160","3346","5"
"160","6343","1"
"160","865","3"
"160","1256","2"
"161","303","1"
"161","7164","1"
"161","34","1"
"161","4747","5"
"161","3465","4"
"162","1719","1"
"162","1178","3"
"162","2067","1"
"163","400","1"
