playlist_id,track_id
"877","1310"
"1183","179"
"1853","5211"
"1170","4879"
"1979","1646"
"57","3037"
"1406","5836"
"1483","3824"
"351","1103"
"1701","3858"
"1665","7097"
"1051","4421"
"751","4062"
"657","4980"
"631","2127"
"1336","3786"
"1275","6571"
"620","2159"
"1957","934"
"760","3140"
"1439","637"
"1182","5405"
"828","6732"
"1015","6957"
"497","6978"
"1879","2466"
"1274","3425"
"56","4098"
"14","929"
"371","1189"
"1203","2021"
"390","2910"
"453","2926"
"211","3284"
"1685","6665"
"1607","3114"
"1281","5457"
"581","3382"
"766","5808"
"1064","4922"
"681","719"
"439","1093"
"324","4355"
"1820","5162"
"1427","6036"
"405","6077"
"1209","909"
"622","6745"
"1348","3898"
"1775","3134"
"1879","3810"
"1400","6370"
"1325","2841"
"202","6083"
"598","5919"
"925","3532"
"896","5554"
"1799","1500"
"1498","639"
"1937","2818"
"227","815"
"1685","1838"
"1717","5161"
"1903","149"
"1768","2265"
"1534","3055"
"289","6125"
"1028","4836"
"1194","1588"
"747","4731"
"959","2494"
"1337","2510"
"1602","821"
"1128","5961"
"484","1653"
"1688","4050"
"1107","5410"
"400","732"
"560","6510"
"1611","4071"
"1583","5062"
"492","703"
"1202","4940"
"1794","5611"
"726","1932"
"1272","4277"
"200","1044"
"207","1829"
"519","5908"
"477","4830"
"12","6143"
"1152","3128"
"1268","6942"
"784","7053"
"1137","5132"
"1586","1876"
"836","1675"
"172","1893"
"695","4685"
"1910","4618"
"172","7090"
"1462","5001"
"1269","905"
"1951","3350"
"1684","3036"
"639","3427"
"616","6400"
"829","5334"
"1877","1158"
"141","486"
"1916","4527"
"1950","2929"
"993","2512"
"986","7088"
"132","6615"
"1192","1249"
"1114","6053"
"1855","1453"
"35","1842"
"112","7173"
"290","4947"
"757","2939"
"678","7100"
"1185","1182"
"1668","1212"
"1271","6488"
"1881","869"
"1678","6282"
"1681","1585"
"1409","3899"
"1693","6574"
"463","5243"
"1855","398"
"412","4758"
"416","6180"
"1605","1485"
"1957","6423"
"17","3319"
"859","2986"
"725","238"
"529","3807"
"404","2173"
"331","3801"
"1350","487"
"1331","6187"
"980","1698"
"1579","544"
"1250","6281"
"1341","4408"
"136","2141"
"1104","1276"
"373","7190"
"24","6141"
"269","1127"
"577","904"
"549","4816"
"1227","2667"
"49","6636"
"1603","2870"
"106","4946"
"1384","6922"
"265","1606"
"1155","90"
"1121","5384"
"1926","4287"
"1518","2550"
"1390","4781"
"1808","4020"
"189","5463"
"11","518"
"861","4625"
"1442","1511"
"1293","6122"
"1247","6027"
"150","4912"
"1902","6264"
"806","1005"
"388","1152"
"1960","442"
"1818","3156"
"1692","3399"
"1567","5"
"1700","1831"
"814","5577"
"1044","7229"
"94","5829"
"1925","884"
"23","6004"
"1077","4576"
"1969","1067"
"1418","5977"
"1499","6894"
"506","6049"
"82","4848"
"892","55"
"602","6659"
"1148","3007"
"954","1799"
"32","4124"
"1398","5518"
"1590","1346"
"245","6474"
"1417","5082"
"1651","2375"
"577","262"
"1074","1894"
"1132","1519"
"460","3067"
"42","4134"
"995","5062"
"775","2461"
"663","2964"
"970","7198"
"668","7068"
"1907","5506"
"995","6989"
"1429","2515"
"883","303"
"1395","5865"
"1715","4609"
"310","500"
"339","2188"
"1104","3816"
"1374","6126"
"1439","6127"
"1820","2850"
"475","1545"
"1636","3431"
"968","5376"
"1317","4498"
"1166","754"
"1166","1673"
"933","6872"
"1443","4212"
"1299","5680"
"470","565"
"322","789"
"1300","1853"
"1172","1011"
"402","6631"
"722","963"
"840","6465"
"601","6018"
"1276","7197"
"1229","4837"
"454","4278"
"695","848"
"1062","6081"
"275","5759"
"489","354"
"691","5720"
"1406","6848"
"1315","1874"
"101","1365"
"1799","4401"
"1024","6934"
"1238","835"
"1030","6566"
"666","32"
"1320","1016"
"1498","4321"
"555","7087"
"1464","6440"
"744","4542"
"610","1840"
"90","6294"
"506","1201"
"872","3027"
"951","5377"
"194","6044"
"569","905"
"289","3897"
"359","7161"
"242","925"
"674","4026"
"375","7173"
"1786","1711"
"1219","2184"
"580","4830"
"1633","2101"
"1673","2592"
"1562","5040"
"1895","6144"
"1320","2155"
"1520","3983"
"109","6903"
"1835","517"
"423","3047"
"1835","3764"
"429","5151"
"1232","4375"
"1951","1959"
"1917","6144"
"1003","5076"
"1844","4510"
"1463","924"
"1923","7029"
"1554","6017"
"1367","581"
"6","1442"
"671","4150"
"1821","3875"
"164","3193"
"1261","5680"
"1672","22"
"1839","4926"
"628","2558"
"700","2955"
"128","1641"
"1958","3458"
"1491","4439"
"1805","4200"
"181","3953"
"717","6765"
"503","6334"
"1448","4299"
"1695","6645"
"452","610"
"951","3057"
"1182","5672"
"1082","2256"
"1753","2327"
"520","5111"
"1811","4873"
"498","6092"
"716","679"
"359","2780"
"487","7272"
"1890","611"
"542","5841"
"608","3905"
"1049","1898"
"227","2754"
"1829","4255"
"1036","3150"
"1227","4315"
"1124","3942"
"768","570"
"1491","3763"
"658","5184"
"1123","2479"
"1596","780"
"1735","5494"
"1251","5922"
"569","2330"
"556","6912"
"1596","4246"
"1035","1769"
"1534","1791"
"1991","2323"
"493","4282"
"1532","3032"
"591","5080"
"572","590"
"179","5373"
"1914","1562"
"1871","3345"
"1258","1239"
"1645","3301"
"1639","10"
"38","3310"
"1879","2919"
"1726","1543"
"1715","4786"
"518","1135"
"461","1698"
"665","407"
"805","2560"
"1471","1354"
"623","2430"
"1327","774"
"766","3100"
"885","1335"
"1813","4048"
"911","644"
"567","6096"
"806","6408"
"1472","4441"
"1071","3454"
"229","420"
"1673","5849"
"596","2819"
"1492","4675"
"1887","5595"
"1075","5047"
"1169","2718"
"1682","1219"
"250","2398"
"1583","4178"
"118","6181"
"567","1950"
"1325","4585"
"727","3651"
"1199","2312"
"1037","3242"
"595","4246"
"321","6334"
"1707","5398"
"1342","2830"
"1719","4858"
"1735","5837"
"1708","5125"
"1314","4471"
"1381","1044"
"504","529"
"1483","342"
"964","6874"
"382","691"
"1071","169"
"1831","4335"
"297","2877"
"1374","3695"
"1733","120"
"633","5158"
"78","369"
"164","3417"
"293","6155"
"1881","3121"
"959","5590"
"313","821"
"1697","2296"
"1112","3682"
"975","2055"
"1839","7149"
"1091","3340"
"1256","6944"
"379","1226"
"654","4988"
"1421","2801"
"753","284"
"1534","2701"
"238","3763"
"1525","85"
"1520","2002"
"64","856"
"1423","4412"
"278","2365"
"1547","3528"
"1432","2514"
"1476","2885"
"390","1973"
"1585","664"
"51","4669"
"1473","4339"
"1855","4813"
"1040","6469"
"1518","1565"
"1880","6162"
"1533","1517"
"286","4066"
"540","437"
"414","5304"
"45","3585"
"336","358"
"1451","3891"
"443","6951"
"36","5740"
"1475","3480"
"1602","3715"
"1438","1747"
"1668","3788"
"284","1230"
"969","6727"
"100","246"
"171","48"
"509","3101"
"514","3533"
"1411","4584"
"1450","214"
"540","2235"
"714","1888"
"1455","4531"
"491","2791"
"1814","2608"
"1228","5710"
"601","5751"
"1956","849"
"1275","6149"
"1138","836"
"685","3696"
"1580","7089"
"1766","982"
"360","1624"
"1610","7200"
"86","1288"
"1843","1432"
"776","3750"
"1913","1787"
"1290","2110"
"144","5276"
"1447","6275"
"90","3917"
"1991","3691"
"601","5676"
"1917","6057"
"127","7077"
"1741","7018"
"877","4217"
"383","5902"
"1342","4757"
"748","3504"
"750","5903"
"715","264"
"1432","1603"
"31","1170"
"201","3216"
"742","3173"
"885","1053"
"749","7097"
"1340","5053"
"680","2654"
"1511","2236"
"959","3750"
"1401","135"
"634","5911"
"12","1815"
"834","3888"
"464","289"
"1080","4966"
"1791","4072"
"586","3438"
"1668","6547"
"1586","6137"
"1537","4819"
"429","3673"
"199","4969"
"1945","7041"
"650","4248"
"1824","1322"
"1301","669"
"1847","1034"
"272","5349"
"1437","4432"
"653","2376"
"1472","2419"
